,Total Views,Away Team,Home Team,Date,Month,All Star,Wins,Win Difference,Guess,MAPE
21700226,11777,NOP,DEN,11/17/2017,11,2,16,0,13057.86116255787,0.10875954509279702
21700221,11916,NYK,TOR,11/17/2017,11,3,17,1,20481.607042199328,0.7188324137461671
21700227,20594,PHX,LAL,11/17/2017,11,0,11,1,17858.157378391716,0.13284658743363525
21700225,9234,POR,SAC,11/17/2017,11,1,11,5,12745.376511124356,0.38026602892834693
21700219,6653,UTA,BKN,11/17/2017,11,0,11,1,11369.425018576865,0.7089170327035721
21700231,54197,GSW,PHI,11/18/2017,11,5,19,3,46207.1234907442,0.1474228556793882
21700232,17269,HOU,MEM,11/18/2017,11,1,19,5,15175.683149236966,0.12121818581058744
21700228,15805,LAC,CHA,11/18/2017,11,1,10,0,14101.338902641646,0.10779254016819702
21700234,8363,SAC,POR,11/18/2017,11,1,12,4,12745.376511124356,0.5240196713050767
21700229,9595,UTA,ORL,11/18/2017,11,0,14,2,10881.03436054911,0.1340317207450871
21700239,10380,CHI,PHX,11/19/2017,11,0,9,3,13433.601364404967,0.29418124897928394
21700240,21419,DEN,LAL,11/19/2017,11,0,15,3,18438.401950458097,0.13915673231905798
21700238,20919,DET,MIN,11/19/2017,11,3,20,0,15055.649146175267,0.28028829551244006
21700236,32308,GSW,BKN,11/19/2017,11,4,18,6,30263.69737427042,0.06327543103038191
21700235,12464,IND,MIA,11/19/2017,11,2,15,1,13310.124000406538,0.06788543007112792
21700237,22746,WAS,TOR,11/19/2017,11,4,19,1,17480.39517800256,0.2314958595795938
21700250,6697,ATL,SAS,11/20/2017,11,1,13,7,17214.286347157584,1.5704474163293392
21700249,31913,BOS,DAL,11/20/2017,11,2,18,12,19514.910995960123,0.3884965062526205
21700242,27857,CLE,DET,11/20/2017,11,3,20,2,31105.134616221138,0.11660030212230812
21700251,6307,DEN,SAC,11/20/2017,11,0,13,5,10489.280010152386,0.6631171730065619
21700243,6683,IND,ORL,11/20/2017,11,1,17,1,11303.803888222583,0.6914265880925606
21700245,14341,LAC,NYK,11/20/2017,11,1,13,3,19264.38895943846,0.343308622790493
21700241,13326,MIN,CHA,11/20/2017,11,3,16,4,15086.805268232682,0.13213306830501886
21700248,25494,OKC,NOP,11/20/2017,11,4,15,1,26808.531933291222,0.05156240422417911
21700246,5531,POR,MEM,11/20/2017,11,1,16,2,11666.155216365865,1.1092307388114022
21700244,17194,UTA,PHI,11/20/2017,11,1,15,1,17359.0298420965,0.009598106438088923
21700247,10649,WAS,MIL,11/20/2017,11,3,17,1,16463.05264935083,0.5459717015072617
21700252,30429,CHI,LAL,11/21/2017,11,0,10,4,23736.77544534705,0.21992916476561664
21700254,31351,BKN,CLE,11/22/2017,11,2,16,4,30413.760016191565,0.02989505865230566
21700265,4824,CHI,UTA,11/22/2017,11,0,10,4,14332.996687040864,1.9711850512107927
21700259,7250,DEN,HOU,11/22/2017,11,1,23,3,17029.744662761244,1.3489302983118958
21700263,50627,GSW,OKC,11/22/2017,11,6,20,6,60844.73817009838,0.20182389179881055
21700256,4710,LAC,ATL,11/22/2017,11,0,8,2,13753.295859585749,1.9200203523536623
21700264,12829,MIL,PHX,11/22/2017,11,1,15,1,13067.181268242386,0.018565848331310787
21700261,5382,ORL,MIN,11/22/2017,11,2,18,2,14088.643989245169,1.6177339259095447
21700255,19537,POR,PHI,11/22/2017,11,2,19,1,20411.481546551127,0.04476027775764587
21700262,6991,SAS,NOP,11/22/2017,11,3,20,2,20439.6885623054,1.9237145704914034
21700253,16110,WAS,CHA,11/22/2017,11,3,17,3,13758.851367604982,0.14594342845406688
21700270,36241,CHA,CLE,11/24/2017,11,3,19,3,31169.503502697306,0.1399380949008773
21700276,24464,CHI,GSW,11/24/2017,11,4,16,10,38152.2788966263,0.5595274238320105
21700273,21152,DET,OKC,11/24/2017,11,3,19,3,23101.679065595545,0.09217469107391947
21700274,6568,MEM,DEN,11/24/2017,11,0,17,3,9601.09484404446,0.4617988495804599
21700272,8133,MIA,MIN,11/24/2017,11,3,19,3,16589.247332025458,1.0397451533290862
21700275,6047,NOP,PHX,11/24/2017,11,2,17,3,12646.93872563907,1.0914401729186487
21700268,16922,NYK,ATL,11/24/2017,11,1,13,7,15723.21661161239,0.07084170833161625
21700269,24154,ORL,BOS,11/24/2017,11,2,24,8,19204.682747066716,0.20490673399574746
21700267,12702,POR,BKN,11/24/2017,11,1,16,4,13368.650844692074,0.05248392731003577
21700271,11977,TOR,IND,11/24/2017,11,3,21,1,15378.776005576347,0.28402571642116947
21700281,21985,BOS,IND,11/25/2017,11,3,28,6,21095.40448210096,0.04046374882415468
21700286,9711,LAC,SAC,11/25/2017,11,0,11,1,13117.940879679216,0.35083316647916957
21700285,10187,MIL,UTA,11/25/2017,11,1,17,1,13942.044336893017,0.3686114004999526
21700284,34714,NOP,GSW,11/25/2017,11,6,25,3,35918.107167273236,0.03468650018071199
21700282,17963,NYK,HOU,11/25/2017,11,2,24,4,24347.968913493547,0.35545114476944534
21700283,15841,OKC,DAL,11/25/2017,11,2,12,4,21967.098295028376,0.3867242153291065
21700278,20171,ORL,PHI,11/25/2017,11,1,18,2,16417.202782254477,0.18609871685813906
21700279,11778,POR,WAS,11/25/2017,11,3,21,1,15974.580251643003,0.35630669482450356
21700277,14626,SAS,CHA,11/25/2017,11,2,19,3,17649.913753523928,0.2067491968770633
21700280,6492,TOR,ATL,11/25/2017,11,2,15,7,14622.29619243285,1.2523561602638402
21700289,12392,BKN,MEM,11/26/2017,11,0,13,1,9804.3928442606,0.20881271431079734
21700287,14348,MIA,CHI,11/26/2017,11,1,12,6,15961.297797577534,0.11244060479352759
21700294,11386,BKN,HOU,11/27/2017,11,1,22,8,17390.34031256657,0.527344134249655
21700291,41067,CLE,PHI,11/27/2017,11,3,23,1,46436.241662950495,0.13074345978402355
21700292,29520,DET,BOS,11/27/2017,11,3,30,6,20522.838509097222,0.30478189332326483
21700297,24798,LAL,LAC,11/27/2017,11,0,15,1,23059.14862295275,0.07012062977043508
21700290,8687,ORL,IND,11/27/2017,11,1,19,3,11303.803888222583,0.30123217315788914
21700293,10552,POR,NYK,11/27/2017,11,2,22,2,18717.25850854685,0.7738114583535679
21700296,27174,SAC,GSW,11/27/2017,11,4,20,10,28852.740798967774,0.0617774637141302
21700301,8901,DEN,UTA,11/28/2017,11,0,20,2,11133.675451357405,0.25083422664390576
21700298,31545,MIA,CLE,11/28/2017,11,3,23,3,34273.565120606334,0.08649754701557565
21700302,10366,MIL,SAC,11/28/2017,11,1,15,3,13135.105976688099,0.2671335111603414
21700299,9264,PHX,CHI,11/28/2017,11,0,10,4,13433.601364404967,0.4500865030661666
21700300,18525,WAS,MIN,11/28/2017,11,4,22,2,17590.548827846775,0.050442708348352246
21700310,7684,BKN,DAL,11/29/2017,11,0,12,2,10926.263058821141,0.42194990354257433
21700307,6113,CHA,TOR,11/29/2017,11,3,20,4,14992.330293003142,1.4525323561268022
21700312,44210,GSW,LAL,11/29/2017,11,4,23,7,50718.29827298324,0.14721326109439575
21700308,12330,IND,HOU,11/29/2017,11,2,28,4,18281.864276561446,0.4827140532491035
21700311,10860,MEM,SAS,11/29/2017,11,1,20,6,15028.754405210977,0.38386320489972164
21700306,9692,MIA,NYK,11/29/2017,11,2,20,0,17726.555699908986,0.8289884131148355
21700309,9308,MIN,NOP,11/29/2017,11,4,23,1,17471.450874441594,0.877035977056467
21700304,21797,OKC,ORL,11/29/2017,11,2,16,0,21617.88766123421,0.008217293148864059
21700303,6618,PHX,DET,11/29/2017,11,1,21,5,10898.228979079246,0.6467556632032707
21700305,23808,WAS,PHI,11/29/2017,11,3,22,0,20497.89939886058,0.13903312336775117
21700316,13037,MIL,POR,11/30/2017,11,2,23,3,16393.645456704864,0.2574706954594511
21700314,35019,PHI,BOS,11/30/2017,11,3,30,6,30638.14062779075,0.12509949947769064
21700317,9993,UTA,LAC,11/30/2017,11,0,18,2,13923.82472420244,0.39335782289627147
21700318,33898,GSW,ORL,12/1/2017,12,4,25,7,23841.211074992898,0.2966779433892
21700319,12217,IND,TOR,12/1/2017,12,3,25,1,12658.913104476389,0.036171982031299746
21700324,29209,MIN,OKC,12/1/2017,12,4,21,5,24362.014838934578,0.1659414961506872
21700325,15092,NOP,UTA,12/1/2017,12,2,22,0,11107.200346128926,0.26403390232381885
21700322,6644,SAC,CHI,12/1/2017,12,0,9,3,11115.238080354795,0.6729738230515947
21700323,9731,SAS,MEM,12/1/2017,12,1,21,7,12370.795700197377,0.271276919144731
21700332,22263,LAL,DEN,12/2/2017,12,0,20,4,15177.419060634114,0.31826712210240693
21700333,10373,NOP,POR,12/2/2017,12,3,24,2,13060.315983158416,0.2590683489018043
21700326,18962,PHX,BOS,12/2/2017,12,2,27,11,15666.194997484214,0.17381104327158456
21700331,12782,SAC,MIL,12/2/2017,12,1,18,4,10812.054556012215,0.1541187172576893
21700335,27090,GSW,MIA,12/3/2017,12,5,28,6,28072.804417515265,0.03627923283555794
21700338,23808,HOU,LAL,12/3/2017,12,1,25,9,23989.733090726088,0.007633278340309456
21700336,12297,LAC,MIN,12/3/2017,12,2,21,5,14839.942157325071,0.20679370231154517
21700337,30260,SAS,OKC,12/3/2017,12,3,24,6,28500.895525884625,0.05813299650083855
21700342,3085,BKN,ATL,12/4/2017,12,0,13,3,9244.030869135859,1.9964443660083822
21700344,18323,CLE,CHI,12/4/2017,12,2,19,13,31560.455363773355,0.7224502190565604
21700347,3664,DEN,DAL,12/4/2017,12,0,19,7,8807.372303901353,1.4037588165669632
21700348,13584,DET,SAS,12/4/2017,12,2,29,1,14498.378572437934,0.06731291022069597
21700346,31318,GSW,NOP,12/4/2017,12,6,30,6,29565.694782401017,0.055952015377705576
21700340,7429,NYK,IND,12/4/2017,12,2,23,1,13612.00937184305,0.8322801685076122
21700339,9005,ORL,CHA,12/4/2017,12,1,18,2,9070.821727212362,0.0073094644322445335
21700341,17670,PHX,PHI,12/4/2017,12,1,21,5,13392.311838076184,0.2420876152758243
21700349,6413,WAS,UTA,12/4/2017,12,2,24,0,11182.91499849477,0.7437883983306987
21700350,14754,PHX,TOR,12/5/2017,12,2,23,5,11420.82409135185,0.2259167621423445
21700351,28928,UTA,OKC,12/5/2017,12,2,23,3,18815.43182984901,0.3495771629615248
21700352,11609,WAS,POR,12/5/2017,12,3,25,1,13149.34447401458,0.13268537117879065
21700355,9726,ATL,ORL,12/6/2017,12,0,15,5,8846.939695956087,0.09038251121158881
21700356,20782,DAL,BOS,12/6/2017,12,2,28,14,16063.538635966483,0.22704558579701267
21700360,5115,DEN,NOP,12/6/2017,12,2,25,1,10748.47112196705,1.1013628781949267
21700359,13444,DET,MIL,12/6/2017,12,2,26,2,11598.587686447463,0.13726661064806137
21700358,18577,GSW,CHA,12/6/2017,12,5,28,10,25530.328477447834,0.37429770562781045
21700357,7992,MEM,NYK,12/6/2017,12,1,19,3,11299.260191772266,0.4138213453168501
21700361,10894,MIA,SAS,12/6/2017,12,2,27,5,15975.21207596764,0.4664229921027758
21700362,11886,MIN,LAC,12/6/2017,12,2,22,6,14839.942157325071,0.2485228131688601
21700353,32134,SAC,CLE,12/6/2017,12,2,24,10,23867.660450261257,0.25724589374926066
21700366,14980,HOU,UTA,12/7/2017,12,1,31,5,14485.740310602005,0.03299463881161518
21700363,40089,LAL,PHI,12/7/2017,12,1,21,5,23663.818076126016,0.4097179257121401
21700365,20225,OKC,BKN,12/7/2017,12,2,20,2,18593.28914524766,0.08067791618058534
21700364,9230,WAS,PHX,12/7/2017,12,2,22,4,10481.187253579095,0.13555658218625086
21700367,14264,CHI,CHA,12/8/2017,12,1,12,6,11948.501719308239,0.16233162371647233
21700369,37701,CLE,IND,12/8/2017,12,3,32,4,26318.25931252746,0.3019214526795719
21700368,32129,GSW,DET,12/8/2017,12,5,34,6,25477.605186063935,0.20702153238308274
21700377,24197,LAL,CHA,12/9/2017,12,1,18,0,15883.918120778777,0.3435583700136886
21700376,14493,MIA,BKN,12/9/2017,12,1,21,1,10421.838745921266,0.2809053511404632
21700380,10876,NYK,CHI,12/9/2017,12,1,16,8,16323.314132968797,0.5008563932483263
21700382,22774,OKC,MEM,12/9/2017,12,2,19,3,16225.436633147854,0.28754559439940924
21700378,7313,ORL,ATL,12/9/2017,12,0,16,6,8846.939695956089,0.2097551888357841
21700379,46007,PHI,CLE,12/9/2017,12,3,31,5,38223.61076698227,0.1691783692268075
21700383,11654,SAS,PHX,12/9/2017,12,1,27,9,13445.31212073171,0.1537079218063936
21700381,9309,UTA,MIL,12/9/2017,12,1,27,1,11476.279236753962,0.23281547284928159
21700375,17561,WAS,LAC,12/9/2017,12,2,22,6,13533.717365360368,0.22933105373496
21700390,13145,ATL,NYK,12/10/2017,12,1,18,6,12942.436559131194,0.015409923230795408
21700386,27462,BOS,DET,12/10/2017,12,3,36,8,16893.205886454238,0.38485158085885085
21700387,14745,DEN,IND,12/10/2017,12,1,29,1,9520.672741664812,0.35431178422076554
21700389,22547,PHI,NOP,12/10/2017,12,3,26,0,16758.439904083112,0.25673305077912306
21700391,19858,BOS,CHI,12/11/2017,12,2,28,18,14576.278022489589,0.26597451795298677
21700393,5456,MIA,MEM,12/11/2017,12,1,20,4,9094.619185011237,0.6669023432938485
21700392,25560,NOP,HOU,12/11/2017,12,3,34,6,16989.249115362676,0.3353188922002083
21700395,25391,POR,GSW,12/11/2017,12,5,34,8,29641.738995308995,0.16741124789527767
21700396,12867,TOR,LAC,12/11/2017,12,2,26,8,14747.0130618145,0.1461112195394808
21700398,5654,DEN,DET,12/12/2017,12,1,28,0,9262.265122289384,0.6381791868216101
21700399,30999,LAL,NYK,12/12/2017,12,1,23,3,21699.639941369845,0.2999890337956113
21700401,23999,PHI,MIN,12/12/2017,12,3,29,3,18501.16644431889,0.2290859434010213
21700403,4387,PHX,SAC,12/12/2017,12,0,17,1,8362.453080213076,0.9061894415803683
21700402,21804,SAS,DAL,12/12/2017,12,1,26,12,13786.32723253386,0.36771568370327185
21700400,12977,WAS,BKN,12/12/2017,12,2,24,4,11050.88492967151,0.14842529631875545
21700412,15130,CHA,HOU,12/13/2017,12,2,31,11,14670.418324097142,0.030375523853460575
21700407,18222,DEN,BOS,12/13/2017,12,2,38,8,16175.218656510917,0.11232473622484267
21700405,6085,LAC,ORL,12/13/2017,12,0,21,1,10839.441547712475,0.7813379700431348
21700406,4116,MEM,WAS,12/13/2017,12,2,22,6,9643.556434038626,1.3429437400482571
21700410,14096,MIL,NOP,12/13/2017,12,3,29,1,13459.675701073953,0.04514218919736429
21700404,31410,OKC,IND,12/13/2017,12,3,28,4,19546.482846149283,0.3776987314183609
21700408,7213,POR,MIA,12/13/2017,12,2,26,0,12400.848311685782,0.7192358674179651
21700411,7121,TOR,PHX,12/13/2017,12,2,26,8,11420.82409135185,0.6038230713877053
21700409,9192,UTA,CHI,12/13/2017,12,0,19,7,11798.088451396134,0.28351702038687265
21700417,24217,DAL,GSW,12/14/2017,12,4,30,14,24226.33678941913,0.00038554690585657856
21700413,7876,DET,ATL,12/14/2017,12,1,20,8,9454.168916565948,0.20037695741060793
21700414,16083,NYK,BKN,12/14/2017,12,1,25,3,12948.213143540486,0.19491306699368985
21700416,6413,SAC,MIN,12/14/2017,12,2,25,7,11552.533885893614,0.801424276609015
21700425,3623,ATL,MEM,12/15/2017,12,0,14,2,8066.804960130614,1.226553949801439
21700424,4998,BKN,TOR,12/15/2017,12,2,29,7,12041.595077165655,1.4092827285245408
21700426,9870,CHI,MIL,12/15/2017,12,1,22,8,14296.892060988355,0.4485199656523156
21700419,8380,DET,IND,12/15/2017,12,2,31,1,9943.27731933049,0.1865486061253567
21700422,5529,LAC,WAS,12/15/2017,12,2,26,4,13533.717365360366,1.4477694638018386
21700427,10343,NOP,DEN,12/15/2017,12,2,30,0,10748.47112196705,0.03920246755941698
21700420,4517,POR,ORL,12/15/2017,12,1,25,3,10531.589139110252,1.3315450828227258
21700428,25007,SAS,HOU,12/15/2017,12,2,41,3,21942.444634866315,0.12254790119301336
21700423,18910,UTA,BOS,12/15/2017,12,2,37,11,16715.06507498806,0.11607270888481974
21700435,13692,DAL,SAS,12/16/2017,12,1,27,11,13786.32723253386,0.006889222358593361
21700432,7683,LAC,MIA,12/16/2017,12,1,25,3,12763.341661078428,0.6612445218115877
21700431,31726,OKC,NYK,12/16/2017,12,3,29,1,26032.200518868023,0.17946792791817365
21700434,9036,PHX,MIN,12/16/2017,12,2,26,8,11492.79302827121,0.2718894453598063
21700429,13957,POR,CHA,12/16/2017,12,2,25,5,11277.73791630201,0.19196547135473163
21700440,30860,CLE,WAS,12/17/2017,12,4,38,6,29914.83672129112,0.03062745556412438
21700439,8046,IND,BKN,12/17/2017,12,1,27,5,9722.26784727856,0.20833555148875954
21700438,9989,ORL,DET,12/17/2017,12,1,27,5,9052.08935651695,0.09379423801011613
21700437,13286,SAC,TOR,12/17/2017,12,2,28,10,11480.190846177557,0.13591819613295525
21700442,29396,BOS,IND,12/18/2017,12,3,42,8,17364.50886246521,0.4092900781580756
21700447,15495,DEN,OKC,12/18/2017,12,2,30,2,18207.74987109648,0.17507259574678793
21700450,49988,GSW,LAL,12/18/2017,12,4,33,13,41748.350480675865,0.16483255019853035
21700449,10581,LAC,SAS,12/18/2017,12,1,31,9,17361.11088645038,0.6407816734193725
21700443,7185,MIA,ATL,12/18/2017,12,1,21,9,10417.189252547281,0.4498523663948895
21700444,18218,PHI,CHI,12/18/2017,12,1,22,6,17800.84540967945,0.022897935575834423
21700448,4798,PHX,DAL,12/18/2017,12,0,18,2,8530.209999530418,0.7778678615111334
21700446,9448,POR,MIN,12/18/2017,12,3,33,1,14418.471003433911,0.5260871087461803
21700445,13732,UTA,HOU,12/18/2017,12,1,38,10,14485.740310602007,0.05488933226055975
21700453,36053,CLE,MIL,12/19/2017,12,3,38,8,30699.600200989473,0.148486944193563
21700452,10809,NOP,WAS,12/19/2017,12,4,31,1,13115.610570921355,0.21339722184488438
21700451,19300,SAC,PHI,12/19/2017,12,1,23,5,13461.926612551391,0.3024908490906015
21700461,3553,DET,DAL,12/20/2017,12,1,25,9,9198.31483011025,1.588886808362018
21700455,5758,IND,ATL,12/20/2017,12,1,24,10,9717.930453365829,0.6877267199315438
21700464,19744,MEM,GSW,12/20/2017,12,4,33,15,21738.86183978214,0.10103635736335803
21700456,24533,MIA,BOS,12/20/2017,12,3,41,11,18613.981234572748,0.24126762994445247
21700462,8330,MIN,DEN,12/20/2017,12,2,34,2,11866.215136232118,0.42451562259689296
21700458,5278,ORL,CHI,12/20/2017,12,0,20,2,11157.974397845284,1.1140535047073294
21700465,4022,PHX,LAC,12/20/2017,12,0,22,0,10742.086647782005,1.6708320854753866
21700463,14035,SAS,POR,12/20/2017,12,2,37,5,16868.035687061354,0.20185505429721085
21700454,10397,TOR,CHA,12/20/2017,12,3,31,9,12340.813491523591,0.18695907391782163
21700460,10828,UTA,OKC,12/20/2017,12,2,29,1,18815.43182984901,0.7376645576144265
21700468,28997,BOS,NYK,12/21/2017,12,3,42,10,23126.225837013317,0.2024614326649889
21700466,35333,CHI,CLE,12/21/2017,12,2,33,13,31560.455363773355,0.10677113848885304
21700469,7440,MEM,PHX,12/21/2017,12,0,20,2,7654.358075510187,0.028811569289003577
21700470,15488,SAS,UTA,12/21/2017,12,1,36,8,14345.491492200019,0.0737673365056806
21700467,23405,TOR,PHI,12/21/2017,12,3,35,7,18385.31042241974,0.21447082151592645
21700477,19046,ATL,OKC,12/22/2017,12,2,23,9,18584.994123918987,0.024204865907855373
21700476,10492,CHA,MIL,12/22/2017,12,2,27,5,11622.589774311231,0.10775731741433768
21700474,5535,DAL,MIA,12/22/2017,12,1,25,7,10135.273363042026,0.8311243654999144
21700475,21211,LAC,HOU,12/22/2017,12,1,37,13,17530.841933260068,0.1735023368412584
21700479,39405,LAL,GSW,12/22/2017,12,4,36,14,41748.350480675865,0.059468353779364665
21700472,10010,NOP,ORL,12/22/2017,12,2,26,4,10504.570939979607,0.049407686311649046
21700471,19992,NYK,DET,12/22/2017,12,2,34,0,13242.555759463248,0.3376072549288091
21700473,8098,WAS,BKN,12/22/2017,12,2,28,6,11050.88492967151,0.364643730510189
21700482,13047,BKN,IND,12/23/2017,12,1,30,6,9722.26784727856,0.2548273283299947
21700485,19233,CHI,BOS,12/23/2017,12,2,36,16,14576.278022489587,0.24212145674155947
21700484,6087,DAL,ATL,12/23/2017,12,0,16,2,8989.851226757672,0.4768935808703256
21700489,24208,DEN,GSW,12/23/2017,12,4,43,9,24394.76778408806,0.00771512657336668
21700487,4668,LAC,MEM,12/23/2017,12,0,22,4,9883.605387533193,1.1173104943301613
21700481,16160,MIL,CHA,12/23/2017,12,2,28,6,11622.589774311233,0.28078033574806727
21700486,5605,NOP,MIA,12/23/2017,12,3,33,1,12369.034633365403,1.20678584002951
21700488,17068,OKC,UTA,12/23/2017,12,2,32,2,18815.43182984901,0.10238058529698914
21700483,5054,ORL,WAS,12/23/2017,12,2,28,6,10576.177637634079,1.092635068783949
21700491,19648,POR,LAL,12/23/2017,12,1,27,5,18441.8682891169,0.06138699668582548
21700492,10052,SAS,SAC,12/23/2017,12,1,33,11,13515.202396761008,0.3445286904855758
21700494,89246,CLE,GSW,12/25/2017,12,6,50,2,67435.13214153958,0.24439042487574145
21700496,44524,HOU,OKC,12/25/2017,12,3,43,7,28779.534771049362,0.3536174923401006
21700497,25110,MIN,LAL,12/25/2017,12,2,31,9,20307.424640034893,0.19126146395719262
21700495,47365,WAS,BOS,12/25/2017,12,4,45,9,19737.49255973014,0.5832895057588907
21700502,13188,BKN,SAS,12/26/2017,12,1,35,11,14176.122751645915,0.07492589866893501
21700501,15693,CHI,MIL,12/26/2017,12,1,27,7,14296.892060988355,0.08896373790936371
21700498,11416,IND,DET,12/26/2017,12,2,37,1,9943.277319330491,0.12900514021281612
21700504,7942,MEM,PHX,12/26/2017,12,0,22,2,7654.358075510187,0.03621781975444641
21700500,7451,ORL,MIA,12/26/2017,12,1,28,6,9974.153073632382,0.338632810848528
21700505,6563,SAC,LAC,12/26/2017,12,0,24,2,10797.925247451733,0.6452727788285437
21700499,14768,TOR,DAL,12/26/2017,12,2,32,14,11710.491863242374,0.20703603309572222
21700503,5881,UTA,DEN,12/26/2017,12,0,33,3,9164.593464464948,0.5583393069996511
21700511,4081,BKN,NOP,12/27/2017,12,2,29,5,10976.064195462437,1.6895526085426211
21700506,23644,BOS,CHA,12/27/2017,12,3,39,15,16928.164643757176,0.28403972915931414
21700513,23747,CLE,SAC,12/27/2017,12,2,35,13,23867.660450261257,0.005081081831863276
21700507,9880,DAL,IND,12/27/2017,12,1,29,9,9454.938302460927,0.043022439022173384
21700510,15584,DEN,MIN,12/27/2017,12,2,40,2,11866.215136232118,0.2385642238044072
21700515,14746,MEM,LAL,12/27/2017,12,0,21,1,13525.023847892924,0.08280049858314634
21700509,14804,NYK,CHI,12/27/2017,12,1,28,6,16323.314132968797,0.10262862287008896
21700512,22732,TOR,OKC,12/27/2017,12,4,42,4,24209.457640274617,0.06499461729168647
21700514,19664,UTA,GSW,12/27/2017,12,4,42,12,25208.940890336642,0.28198438213672916
21700508,8842,WAS,ATL,12/27/2017,12,2,27,11,11045.954800016867,0.2492597602371485
21700517,45715,HOU,BOS,12/28/2017,12,3,53,3,25566.875152066707,0.44073334459003155
21700518,12900,MIN,MIL,12/28/2017,12,3,39,5,14859.360528628398,0.15188841307196885
21700519,16745,NYK,SAS,12/28/2017,12,2,41,7,19847.78847723438,0.1852964154813006
21700522,9298,ATL,TOR,12/29/2017,12,2,32,14,12036.222962139851,0.2944959090277319
21700523,4848,BKN,MIA,12/29/2017,12,1,30,6,10421.838745921264,1.1497192132675875
21700527,6699,PHX,SAC,12/29/2017,12,0,25,1,8362.453080213076,0.2483136408737238
21700534,32933,CLE,UTA,12/30/2017,12,2,39,9,25333.939505781884,0.23074303872158977
21700531,8904,MIA,ORL,12/30/2017,12,1,30,6,9974.153073632382,0.1201879013513457
21700532,19809,NYK,NOP,12/30/2017,12,3,35,1,15367.431862763091,0.22421970504502545
21700536,16071,PHI,DEN,12/30/2017,12,1,34,4,13827.452826410548,0.13960221352681548
21700533,5735,POR,ATL,12/30/2017,12,1,27,9,10999.385750576717,0.9179399739453735
21700530,16760,SAS,DET,12/30/2017,12,2,44,6,14498.378572437934,0.13494161262303497
21700539,19244,BKN,BOS,12/31/2017,12,2,42,16,11562.404125612058,0.399168357638118
21700542,4798,CHA,LAC,12/31/2017,12,1,28,2,11607.401249656417,1.419216600595335
21700537,15693,CHI,WAS,12/31/2017,12,2,33,7,13931.425452654761,0.11225224924139673
21700541,19651,DAL,OKC,12/31/2017,12,2,32,8,18082.036462032083,0.0798414094940673
21700543,2524,MEM,SAC,12/31/2017,12,0,23,1,7694.146307566145,2.048393941191024
21700544,16230,PHI,PHX,12/31/2017,12,1,30,2,13392.311838076183,0.17484215415427096
21700548,17353,LAL,MIN,1/1/2018,1,2,34,12,21366.119071436173,0.23126370491766107
21700546,25818,MIL,TOR,1/1/2018,1,3,43,5,15536.127290396835,0.39824435314908846
21700545,10250,ORL,BKN,1/1/2018,1,0,25,1,9312.314955919344,0.09148146771518592
21700547,14862,POR,CHI,1/1/2018,1,1,31,5,14595.921561619542,0.0179032726672358
21700551,10454,ATL,PHX,1/2/2018,1,0,24,4,9224.558819812051,0.1176048574888032
21700552,5875,CHA,SAC,1/2/2018,1,1,25,1,9507.160693261529,0.6182401180019623
21700549,63352,POR,CLE,1/2/2018,1,3,43,5,31341.703818930917,0.5052768054847374
21700550,26410,SAS,NYK,1/2/2018,1,2,43,7,20882.5205276517,0.20929494404953802
21700558,6013,DET,MIA,1/3/2018,1,2,39,1,11214.427657316039,0.8650303770690235
21700554,12188,HOU,ORL,1/3/2018,1,1,38,14,14414.022714283674,0.18264052463764965
21700557,11213,MIN,BKN,1/3/2018,1,2,38,10,12749.20065654124,0.13700175301357703
21700564,6301,NOP,UTA,1/3/2018,1,2,34,2,11686.256103485899,0.8546668946970162
21700556,9909,NYK,WAS,1/3/2018,1,3,39,3,16278.804538835459,0.6428302087834755
21700565,20989,OKC,LAL,1/3/2018,1,2,31,9,32784.58609611072,0.5619889511701709
21700563,3584,PHX,DEN,1/3/2018,1,0,34,4,9037.315725927045,1.5215724681716085
21700560,6898,TOR,CHI,1/3/2018,1,2,38,12,15971.779719094411,1.3154218206863455
21700566,51488,GSW,HOU,1/4/2018,1,5,57,3,40569.062610179666,0.21206761555741793
21700576,4831,ATL,POR,1/5/2018,1,1,29,9,11572.82077000369,1.395533175326783
21700577,17086,CHA,LAL,1/5/2018,1,1,25,3,16712.000261246263,0.021889250775707414
21700572,10941,CHI,DAL,1/5/2018,1,0,26,0,11929.31735751738,0.0903315380237072
21700569,18295,DET,PHI,1/5/2018,1,2,38,2,15194.096994995973,0.16949456162908047
21700570,34924,MIN,BOS,1/5/2018,1,4,55,7,22770.778512528523,0.34799053623500964
21700568,19749,NYK,MIA,1/5/2018,1,2,38,2,15352.171066824905,0.22263552246569926
21700573,10812,PHX,SAS,1/5/2018,1,1,41,11,14146.26151845142,0.30838526807726785
21700575,8088,WAS,MEM,1/5/2018,1,2,34,10,10146.307505461691,0.25448905853878473
21700579,28871,BOS,BKN,1/6/2018,1,2,47,17,12165.191188884675,0.578636306713149
21700581,6543,CHI,IND,1/6/2018,1,1,33,5,12895.461060738273,0.9708789638909174
21700582,34801,CLE,ORL,1/6/2018,1,2,37,13,25208.513451767998,0.2756382445398696
21700585,7621,DEN,SAC,1/6/2018,1,0,33,9,9084.292730624096,0.1920079688523942
21700578,32851,GSW,LAC,1/6/2018,1,4,48,14,32098.702138936416,0.022900303219493583
